,id,timestamp,Day,Temperature (degC),Humidity (%),Wind Speed (m/s),Wind Direction (deg),Pressure (hPa),PeopleCount(p),PeoplePerArea(p/m2),LightingPower(W),LightingPowerIntensity(W/m2),EquipmentLoad(W),EquipmentPowerIntensity(W/m2),VentilationRate (m3/s),ACH,CarbonEmissions(lb-co2/h)
732,,10/31/2022 12:00,10/31/2022 12:00,17.78,56,4,252,1014,60,0.23197371,900,3.479605645,137.4,0.531219795,0.9772,3.726610169,2.679871623
733,,10/31/2022 13:00,10/31/2022 13:00,18.61,48,5,257,1014,31,0.119853083,600,2.319737096,108.4,0.419099169,0.56772,2.165033898,2.178103151
734,,10/31/2022 14:00,10/31/2022 14:00,19.45,41,5,260,1014,16,0.061859656,600,2.319737096,93.4,0.361105741,0.35592,1.357322034,2.099985699
735,,10/31/2022 15:00,10/31/2022 15:00,19.67,38,4,254,1014,14,0.054127199,600,2.319737096,91.4,0.353373284,0.32768,1.249627119,2.087975445
736,,10/31/2022 16:00,10/31/2022 16:00,19.11,38,3,257,1014,14,0.054127199,600,2.319737096,91.4,0.353373284,0.32768,1.249627119,2.087975445
737,,10/31/2022 17:00,10/31/2022 17:00,17.11,45,1,188,1015,13,0.05026097,600,2.319737096,90.4,0.349507056,0.31356,1.195779661,2.079684103
738,,10/31/2022 18:00,10/31/2022 18:00,15.72,50,1,192,1015,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
739,,10/31/2022 19:00,10/31/2022 19:00,14.83,53,1,184,1016,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
740,,10/31/2022 20:00,10/31/2022 20:00,12.39,66,1,76,1016,3,0.011598685,300,1.159868548,80.4,0.310844771,0.17236,0.657305085,1.907923253
741,,10/31/2022 21:00,10/31/2022 21:00,10.56,75,1,83,1017,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
742,,10/31/2022 22:00,10/31/2022 22:00,9.5,81,1,81,1017,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
743,,10/31/2022 23:00,10/31/2022 23:00,8.61,85,1,80,1017,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
,,,,,,,,,,,,,,,,,1442.652478
