,id,timestamp,Day,Temperature (degC),Humidity (%),Wind Speed (m/s),Wind Direction (deg),Pressure (hPa),PeopleCount(p),PeoplePerArea(p/m2),LightingPower(W),LightingPowerIntensity(W/m2),EquipmentLoad(W),EquipmentPowerIntensity(W/m2),VentilationRate (m3/s),ACH,CarbonEmissions(lb-co2/h)
0,0,10/1/2022 0:00,10/1/2022 0:00,11.06,71,1,96,1020,10,0.038662285,300,1.159868548,87.4,0.33790837,0.2712,1.034237288,1.977769685
1,1,10/1/2022 1:00,10/1/2022 1:00,9.83,77,1,90,1020,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
2,2,10/1/2022 2:00,10/1/2022 2:00,8.5,82,1,92,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
3,3,10/1/2022 3:00,10/1/2022 3:00,8.67,80,1,78,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
4,4,10/1/2022 4:00,10/1/2022 4:00,8.56,80,1,83,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
5,5,10/1/2022 5:00,10/1/2022 5:00,8.39,80,1,77,1022,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
6,6,10/1/2022 6:00,10/1/2022 6:00,9.06,76,1,75,1022,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
7,7,10/1/2022 7:00,10/1/2022 7:00,11.67,67,1,75,1023,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
8,8,10/1/2022 8:00,10/1/2022 8:00,15.22,56,3,87,1023,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
9,9,10/1/2022 9:00,10/1/2022 9:00,18.22,45,3,69,1023,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
10,10,10/1/2022 10:00,10/1/2022 10:00,20,40,4,62,1023,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
11,11,10/1/2022 11:00,10/1/2022 11:00,21.17,36,5,79,1023,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
12,12,10/1/2022 12:00,10/1/2022 12:00,22.28,33,4,65,1022,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
13,13,10/1/2022 13:00,10/1/2022 13:00,22.95,32,4,61,1022,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
14,14,10/1/2022 14:00,10/1/2022 14:00,23.39,31,5,79,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
15,15,10/1/2022 15:00,10/1/2022 15:00,23.67,29,4,71,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
16,16,10/1/2022 16:00,10/1/2022 16:00,23.17,29,1,67,1021,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
17,17,10/1/2022 17:00,10/1/2022 17:00,21.67,32,1,60,1021,3,0.011598685,300,1.159868548,80.4,0.310844771,0.17236,0.657305085,1.907923253
18,18,10/1/2022 18:00,10/1/2022 18:00,19.39,40,1,66,1022,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
19,19,10/1/2022 19:00,10/1/2022 19:00,17.45,48,1,70,1022,10,0.038662285,300,1.159868548,87.4,0.33790837,0.2712,1.034237288,1.977769685
20,20,10/1/2022 20:00,10/1/2022 20:00,16.06,55,1,65,1023,12,0.046394742,600,2.319737096,89.4,0.345640827,0.29944,1.141932203,2.070518918
21,21,10/1/2022 21:00,10/1/2022 21:00,14.72,60,1,64,1023,11,0.042528513,600,2.319737096,88.4,0.341774599,0.28532,1.088084746,2.063101418
22,22,10/1/2022 22:00,10/1/2022 22:00,13.78,63,1,74,1023,9,0.034796056,300,1.159868548,86.4,0.334042142,0.25708,0.980389831,1.971002486
23,23,10/1/2022 23:00,10/1/2022 23:00,12.95,67,1,78,1023,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
24,24,10/2/2022 0:00,10/2/2022 0:00,11.83,72,1,84,1024,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
25,25,10/2/2022 1:00,10/2/2022 1:00,11.17,75,1,84,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
26,26,10/2/2022 2:00,10/2/2022 2:00,11.67,73,1,63,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
27,27,10/2/2022 3:00,10/2/2022 3:00,11.56,72,1,58,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
28,28,10/2/2022 4:00,10/2/2022 4:00,10.33,78,1,46,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
29,29,10/2/2022 5:00,10/2/2022 5:00,9.45,82,1,52,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
30,30,10/2/2022 6:00,10/2/2022 6:00,9.39,83,1,62,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
31,31,10/2/2022 7:00,10/2/2022 7:00,12.06,72,1,61,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
32,32,10/2/2022 8:00,10/2/2022 8:00,14.89,60,1,82,1027,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
33,33,10/2/2022 9:00,10/2/2022 9:00,17.83,50,1,80,1027,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
34,34,10/2/2022 10:00,10/2/2022 10:00,20.22,39,2,65,1027,3,0.011598685,300,1.159868548,80.4,0.310844771,0.17236,0.657305085,1.907923253
35,35,10/2/2022 11:00,10/2/2022 11:00,22,33,2,43,1027,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
36,36,10/2/2022 12:00,10/2/2022 12:00,23.72,29,2,37,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
37,37,10/2/2022 13:00,10/2/2022 13:00,24.72,29,3,51,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
38,38,10/2/2022 14:00,10/2/2022 14:00,25,28,2,56,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
39,39,10/2/2022 15:00,10/2/2022 15:00,24.72,30,4,63,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
40,40,10/2/2022 16:00,10/2/2022 16:00,24.06,31,2,65,1025,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
41,41,10/2/2022 17:00,10/2/2022 17:00,22.56,34,1,64,1025,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
42,42,10/2/2022 18:00,10/2/2022 18:00,20.17,41,1,73,1025,6,0.023197371,300,1.159868548,83.4,0.322443456,0.21472,0.818847458,1.945234295
43,43,10/2/2022 19:00,10/2/2022 19:00,18.11,50,1,76,1025,10,0.038662285,300,1.159868548,87.4,0.33790837,0.2712,1.034237288,1.977769685
44,44,10/2/2022 20:00,10/2/2022 20:00,16.45,55,1,76,1025,11,0.042528513,600,2.319737096,88.4,0.341774599,0.28532,1.088084746,2.063101418
45,45,10/2/2022 21:00,10/2/2022 21:00,15.89,53,1,71,1025,11,0.042528513,600,2.319737096,88.4,0.341774599,0.28532,1.088084746,2.063101418
46,46,10/2/2022 22:00,10/2/2022 22:00,15.39,54,1,74,1026,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
47,47,10/2/2022 23:00,10/2/2022 23:00,14.56,58,1,80,1026,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
48,48,10/3/2022 0:00,10/3/2022 0:00,14.22,61,1,73,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
49,49,10/3/2022 1:00,10/3/2022 1:00,13.78,65,1,74,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
50,50,10/3/2022 2:00,10/3/2022 2:00,13.28,69,1,72,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
51,51,10/3/2022 3:00,10/3/2022 3:00,12.67,72,3,72,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
52,52,10/3/2022 4:00,10/3/2022 4:00,12.33,75,4,74,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
53,53,10/3/2022 5:00,10/3/2022 5:00,11.95,77,4,75,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
54,54,10/3/2022 6:00,10/3/2022 6:00,11.67,79,3,75,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
55,55,10/3/2022 7:00,10/3/2022 7:00,13.5,72,5,84,1027,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
56,56,10/3/2022 8:00,10/3/2022 8:00,16.33,60,4,98,1027,22,0.085057027,600,2.319737096,99.4,0.384303112,0.44064,1.68040678,2.127704795
57,57,10/3/2022 9:00,10/3/2022 9:00,19,53,1,104,1027,62,0.239706167,900,3.479605645,139.4,0.538952252,1.00544,3.834305085,2.73356213
58,58,10/3/2022 10:00,10/3/2022 10:00,21.06,47,1,219,1027,62,0.239706167,900,3.479605645,139.4,0.538952252,1.00544,3.834305085,2.73356213
59,59,10/3/2022 11:00,10/3/2022 11:00,22.61,43,3,91,1026,60,0.23197371,900,3.479605645,137.4,0.531219795,0.9772,3.726610169,2.679871623
60,60,10/3/2022 12:00,10/3/2022 12:00,23.78,39,4,84,1026,59,0.228107481,900,3.479605645,136.4,0.527353567,0.96308,3.672762712,2.653229589
61,61,10/3/2022 13:00,10/3/2022 13:00,24.67,35,4,79,1024,32,0.123719312,600,2.319737096,109.4,0.422965397,0.58184,2.218881356,2.18466713
62,62,10/3/2022 14:00,10/3/2022 14:00,25,32,4,93,1024,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
63,63,10/3/2022 15:00,10/3/2022 15:00,24.84,31,5,84,1023,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
64,64,10/3/2022 16:00,10/3/2022 16:00,24.17,31,5,80,1023,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
65,65,10/3/2022 17:00,10/3/2022 17:00,22.22,34,3,77,1023,12,0.046394742,600,2.319737096,89.4,0.345640827,0.29944,1.141932203,2.070518918
66,66,10/3/2022 18:00,10/3/2022 18:00,19.67,39,1,71,1023,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
67,67,10/3/2022 19:00,10/3/2022 19:00,17.72,43,2,72,1024,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
68,68,10/3/2022 20:00,10/3/2022 20:00,16.22,48,2,80,1024,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
69,69,10/3/2022 21:00,10/3/2022 21:00,15.39,48,2,82,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
70,70,10/3/2022 22:00,10/3/2022 22:00,14.11,51,1,78,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
71,71,10/3/2022 23:00,10/3/2022 23:00,12.67,57,1,68,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
72,72,10/4/2022 0:00,10/4/2022 0:00,11.45,62,1,57,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
73,73,10/4/2022 1:00,10/4/2022 1:00,10.67,64,1,42,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
74,74,10/4/2022 2:00,10/4/2022 2:00,10.22,66,1,61,1023,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
75,75,10/4/2022 3:00,10/4/2022 3:00,10.17,65,1,67,1023,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
76,76,10/4/2022 4:00,10/4/2022 4:00,9.72,67,1,53,1023,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
77,77,10/4/2022 5:00,10/4/2022 5:00,8.89,71,1,65,1023,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
78,78,10/4/2022 6:00,10/4/2022 6:00,8.61,74,1,83,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
79,79,10/4/2022 7:00,10/4/2022 7:00,11.78,62,1,76,1024,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
80,80,10/4/2022 8:00,10/4/2022 8:00,16,51,2,107,1024,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
81,81,10/4/2022 9:00,10/4/2022 9:00,19.06,42,3,125,1024,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
82,82,10/4/2022 10:00,10/4/2022 10:00,20.5,38,4,149,1024,44,0.170114054,900,3.479605645,121.4,0.469360139,0.75128,2.865050847,2.39331226
83,83,10/4/2022 11:00,10/4/2022 11:00,21.84,33,4,115,1023,42,0.162381597,900,3.479605645,119.4,0.461627682,0.72304,2.757355932,2.384573836
84,84,10/4/2022 12:00,10/4/2022 12:00,23.22,28,5,111,1022,42,0.162381597,900,3.479605645,119.4,0.461627682,0.72304,2.757355932,2.384573836
85,85,10/4/2022 13:00,10/4/2022 13:00,23.95,24,4,123,1021,35,0.135317997,900,3.479605645,112.4,0.434564083,0.6242,2.380423729,2.306009301
86,86,10/4/2022 14:00,10/4/2022 14:00,24.28,23,4,105,1021,33,0.12758554,600,2.319737096,110.4,0.426831626,0.59596,2.272728814,2.19208463
87,87,10/4/2022 15:00,10/4/2022 15:00,24.45,24,3,90,1020,30,0.115986855,600,2.319737096,107.4,0.41523294,0.5536,2.111186441,2.17025889
88,88,10/4/2022 16:00,10/4/2022 16:00,24,24,1,87,1020,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
89,89,10/4/2022 17:00,10/4/2022 17:00,21.95,28,1,92,1020,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
90,90,10/4/2022 18:00,10/4/2022 18:00,19.17,34,1,68,1021,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
91,91,10/4/2022 19:00,10/4/2022 19:00,17.17,39,1,71,1021,3,0.011598685,300,1.159868548,80.4,0.310844771,0.17236,0.657305085,1.907923253
92,92,10/4/2022 20:00,10/4/2022 20:00,16,41,1,66,1021,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
93,93,10/4/2022 21:00,10/4/2022 21:00,15.06,43,1,70,1021,1,0.003866228,300,1.159868548,78.4,0.303112314,0.14412,0.549610169,1.86666976
94,94,10/4/2022 22:00,10/4/2022 22:00,14.39,43,1,78,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
95,95,10/4/2022 23:00,10/4/2022 23:00,13.83,44,1,74,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
96,96,10/5/2022 0:00,10/5/2022 0:00,12.72,48,1,76,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
97,97,10/5/2022 1:00,10/5/2022 1:00,11.95,51,1,83,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
98,98,10/5/2022 2:00,10/5/2022 2:00,10.78,56,1,61,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
99,99,10/5/2022 3:00,10/5/2022 3:00,10.45,58,1,77,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
100,100,10/5/2022 4:00,10/5/2022 4:00,9.72,62,1,73,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
101,101,10/5/2022 5:00,10/5/2022 5:00,10.5,60,1,76,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
102,102,10/5/2022 6:00,10/5/2022 6:00,11.22,60,1,85,1021,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
103,103,10/5/2022 7:00,10/5/2022 7:00,12.5,59,1,91,1021,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
104,104,10/5/2022 8:00,10/5/2022 8:00,16.28,50,1,177,1021,22,0.085057027,600,2.319737096,99.4,0.384303112,0.44064,1.68040678,2.127704795
105,105,10/5/2022 9:00,10/5/2022 9:00,20.28,40,4,181,1021,62,0.239706167,900,3.479605645,139.4,0.538952252,1.00544,3.834305085,2.73356213
106,106,10/5/2022 10:00,10/5/2022 10:00,21.28,37,4,189,1020,62,0.239706167,900,3.479605645,139.4,0.538952252,1.00544,3.834305085,2.73356213
107,107,10/5/2022 11:00,10/5/2022 11:00,21.61,38,3,182,1020,60,0.23197371,900,3.479605645,137.4,0.531219795,0.9772,3.726610169,2.679871623
108,108,10/5/2022 12:00,10/5/2022 12:00,21.56,43,2,139,1019,59,0.228107481,900,3.479605645,136.4,0.527353567,0.96308,3.672762712,2.653229589
109,109,10/5/2022 13:00,10/5/2022 13:00,22.56,39,3,172,1018,32,0.123719312,600,2.319737096,109.4,0.422965397,0.58184,2.218881356,2.18466713
110,110,10/5/2022 14:00,10/5/2022 14:00,23.67,36,1,198,1018,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
111,111,10/5/2022 15:00,10/5/2022 15:00,23.67,38,3,212,1018,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
112,112,10/5/2022 16:00,10/5/2022 16:00,23.11,41,1,165,1017,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
113,113,10/5/2022 17:00,10/5/2022 17:00,22.84,42,1,186,1017,12,0.046394742,600,2.319737096,89.4,0.345640827,0.29944,1.141932203,2.070518918
114,114,10/5/2022 18:00,10/5/2022 18:00,20.95,48,1,100,1017,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
115,115,10/5/2022 19:00,10/5/2022 19:00,19.22,53,1,153,1018,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
116,116,10/5/2022 20:00,10/5/2022 20:00,17.28,62,1,112,1018,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
117,117,10/5/2022 21:00,10/5/2022 21:00,17.61,62,1,66,1018,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
118,118,10/5/2022 22:00,10/5/2022 22:00,18.45,57,1,269,1018,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
119,119,10/5/2022 23:00,10/5/2022 23:00,17.72,61,2,279,1018,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
120,120,10/6/2022 0:00,10/6/2022 0:00,16.39,66,2,289,1018,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
121,121,10/6/2022 1:00,10/6/2022 1:00,15.78,69,1,290,1018,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
122,122,10/6/2022 2:00,10/6/2022 2:00,14.5,75,1,264,1018,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
123,123,10/6/2022 3:00,10/6/2022 3:00,13.33,80,1,255,1018,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
124,124,10/6/2022 4:00,10/6/2022 4:00,12.89,83,1,259,1019,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
125,125,10/6/2022 5:00,10/6/2022 5:00,12.22,88,1,266,1019,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
126,126,10/6/2022 6:00,10/6/2022 6:00,12.22,88,1,252,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
127,127,10/6/2022 7:00,10/6/2022 7:00,13.17,84,2,253,1020,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
128,128,10/6/2022 8:00,10/6/2022 8:00,16.56,70,3,288,1021,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
129,129,10/6/2022 9:00,10/6/2022 9:00,19.67,59,3,288,1021,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
130,130,10/6/2022 10:00,10/6/2022 10:00,21.95,52,5,268,1021,44,0.170114054,900,3.479605645,121.4,0.469360139,0.75128,2.865050847,2.39331226
131,131,10/6/2022 11:00,10/6/2022 11:00,23.45,47,5,289,1021,42,0.162381597,900,3.479605645,119.4,0.461627682,0.72304,2.757355932,2.384573836
132,132,10/6/2022 12:00,10/6/2022 12:00,24.22,44,7,289,1020,42,0.162381597,900,3.479605645,119.4,0.461627682,0.72304,2.757355932,2.384573836
133,133,10/6/2022 13:00,10/6/2022 13:00,25,41,5,310,1020,35,0.135317997,900,3.479605645,112.4,0.434564083,0.6242,2.380423729,2.306009301
134,134,10/6/2022 14:00,10/6/2022 14:00,25.84,37,6,289,1020,33,0.12758554,600,2.319737096,110.4,0.426831626,0.59596,2.272728814,2.19208463
135,135,10/6/2022 15:00,10/6/2022 15:00,26.28,36,4,299,1020,30,0.115986855,600,2.319737096,107.4,0.41523294,0.5536,2.111186441,2.17025889
136,136,10/6/2022 16:00,10/6/2022 16:00,25.78,37,6,286,1020,15,0.057993427,600,2.319737096,92.4,0.357239513,0.3418,1.303474576,2.095392945
137,137,10/6/2022 17:00,10/6/2022 17:00,24.72,40,2,290,1020,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
138,138,10/6/2022 18:00,10/6/2022 18:00,23.67,43,2,296,1020,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
139,139,10/6/2022 19:00,10/6/2022 19:00,21.06,57,3,28,1022,3,0.011598685,300,1.159868548,80.4,0.310844771,0.17236,0.657305085,1.907923253
140,140,10/6/2022 20:00,10/6/2022 20:00,18.39,65,4,44,1023,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
141,141,10/6/2022 21:00,10/6/2022 21:00,17.06,68,3,48,1024,1,0.003866228,300,1.159868548,78.4,0.303112314,0.14412,0.549610169,1.86666976
142,142,10/6/2022 22:00,10/6/2022 22:00,16,68,3,27,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
143,143,10/6/2022 23:00,10/6/2022 23:00,14.72,66,2,11,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
144,144,10/7/2022 0:00,10/7/2022 0:00,13.56,64,2,341,1025,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
145,145,10/7/2022 1:00,10/7/2022 1:00,12.45,67,2,341,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
146,146,10/7/2022 2:00,10/7/2022 2:00,11.22,69,2,345,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
147,147,10/7/2022 3:00,10/7/2022 3:00,10,70,2,15,1026,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
148,148,10/7/2022 4:00,10/7/2022 4:00,9,72,2,358,1027,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
149,149,10/7/2022 5:00,10/7/2022 5:00,8.22,73,1,5,1028,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
150,150,10/7/2022 6:00,10/7/2022 6:00,7.83,74,2,358,1029,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
151,151,10/7/2022 7:00,10/7/2022 7:00,8.45,70,3,12,1030,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
152,152,10/7/2022 8:00,10/7/2022 8:00,9.78,66,3,27,1030,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
153,153,10/7/2022 9:00,10/7/2022 9:00,11.33,61,3,348,1030,11,0.042528513,600,2.319737096,88.4,0.341774599,0.28532,1.088084746,2.063101418
154,154,10/7/2022 10:00,10/7/2022 10:00,12.72,57,4,347,1031,13,0.05026097,600,2.319737096,90.4,0.349507056,0.31356,1.195779661,2.079684103
155,155,10/7/2022 11:00,10/7/2022 11:00,13.89,53,3,316,1031,14,0.054127199,600,2.319737096,91.4,0.353373284,0.32768,1.249627119,2.087975445
156,156,10/7/2022 12:00,10/7/2022 12:00,14.72,48,4,322,1030,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
157,157,10/7/2022 13:00,10/7/2022 13:00,15.28,44,4,344,1029,12,0.046394742,600,2.319737096,89.4,0.345640827,0.29944,1.141932203,2.070518918
158,158,10/7/2022 14:00,10/7/2022 14:00,16.06,39,4,326,1029,12,0.046394742,600,2.319737096,89.4,0.345640827,0.29944,1.141932203,2.070518918
159,159,10/7/2022 15:00,10/7/2022 15:00,16,39,3,348,1029,11,0.042528513,600,2.319737096,88.4,0.341774599,0.28532,1.088084746,2.063101418
160,160,10/7/2022 16:00,10/7/2022 16:00,15.22,40,4,330,1029,10,0.038662285,300,1.159868548,87.4,0.33790837,0.2712,1.034237288,1.977769685
161,161,10/7/2022 17:00,10/7/2022 17:00,13.61,43,1,12,1029,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
162,162,10/7/2022 18:00,10/7/2022 18:00,12,48,1,10,1030,6,0.023197371,300,1.159868548,83.4,0.322443456,0.21472,0.818847458,1.945234295
163,163,10/7/2022 19:00,10/7/2022 19:00,10.72,50,1,37,1030,2,0.007732457,300,1.159868548,79.4,0.306978542,0.15824,0.603457627,1.888942582
164,164,10/7/2022 20:00,10/7/2022 20:00,9.56,55,1,77,1031,3,0.011598685,300,1.159868548,80.4,0.310844771,0.17236,0.657305085,1.907923253
165,165,10/7/2022 21:00,10/7/2022 21:00,8.5,59,1,84,1031,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
166,166,10/7/2022 22:00,10/7/2022 22:00,7.45,64,1,83,1031,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
167,167,10/7/2022 23:00,10/7/2022 23:00,6.61,68,1,69,1031,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
168,168,10/8/2022 0:00,10/8/2022 0:00,5.61,74,1,85,1031,9,0.034796056,300,1.159868548,86.4,0.334042142,0.25708,0.980389831,1.971002486
169,169,10/8/2022 1:00,10/8/2022 1:00,4.83,77,1,86,1031,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
170,170,10/8/2022 2:00,10/8/2022 2:00,3.78,83,1,92,1031,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
171,171,10/8/2022 3:00,10/8/2022 3:00,3.33,85,1,68,1031,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
172,172,10/8/2022 4:00,10/8/2022 4:00,2.61,86,1,48,1032,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
173,173,10/8/2022 5:00,10/8/2022 5:00,1.78,89,1,58,1032,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
174,174,10/8/2022 6:00,10/8/2022 6:00,1.89,89,1,66,1032,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
175,175,10/8/2022 7:00,10/8/2022 7:00,5.33,76,1,43,1032,5,0.019331142,300,1.159868548,82.4,0.318577228,0.2006,0.765,1.935195267
176,176,10/8/2022 8:00,10/8/2022 8:00,7.95,62,1,202,1033,4,0.015464914,300,1.159868548,81.4,0.314710999,0.18648,0.711152542,1.923205336
177,177,10/8/2022 9:00,10/8/2022 9:00,11.06,47,1,236,1033,0,0,0,0,77.4,0.299246085,0.13,0.495762712,1.761686733
