T1_Depth,T2_Depth,T3_Depth,T1_Height_U,T2_Height_U,T3_Height_U,T1_Setback_FU,T2_Setback_FU,T3_Setback_FU,T1_Roof_Height,T2_Roof_Height,T3_Roof_Height,SolarRadiation
60,70,50,24,48,12,10,5,5,9,9,12,680.432398
70,60,60,48,48,24,5,10,5,9,9,12,1006.649874
60,60,50,48,48,36,5,10,10,12,9,12,1041.084193
70,60,50,24,24,12,10,10,10,12,9,12,640.285069
60,60,50,12,12,12,5,10,10,9,12,9,870.031555
70,60,50,24,24,24,10,10,10,9,9,12,646.625646
60,60,60,36,12,36,10,5,10,12,12,12,671.817925
70,60,50,36,36,12,10,10,5,9,12,9,643.027836
60,70,60,24,48,12,10,5,10,9,9,12,680.432398
70,70,50,36,36,24,10,10,10,9,12,12,643.106942
60,70,60,24,12,36,10,10,10,9,12,9,683.362979
70,70,60,48,24,12,5,10,10,12,12,9,1003.505964
60,70,50,12,48,12,10,5,10,9,12,9,661.343095
70,70,50,36,48,24,10,10,10,12,12,12,636.120906
60,70,50,24,24,36,5,10,10,9,9,9,991.354504
70,70,60,24,36,12,10,5,5,9,9,9,645.384231
60,60,60,12,12,12,10,10,10,9,12,12,665.130334
70,70,60,48,48,24,5,5,10,9,9,9,1006.43276
60,60,50,24,24,36,10,10,10,9,9,12,682.406993
70,70,60,24,24,12,5,10,10,9,12,12,954.04254
60,70,50,24,24,12,5,10,5,9,12,9,991.425664
70,70,50,48,24,24,5,5,10,9,12,12,1008.854127
60,60,50,12,48,36,10,5,10,12,12,12,650.66515
70,70,60,24,12,12,5,5,5,12,9,12,949.753034
60,70,60,12,12,12,10,10,5,12,12,9,655.196997
70,70,50,36,48,24,10,10,10,12,12,12,636.120906
60,70,50,48,36,36,5,5,10,12,9,9,1042.597626
70,60,60,36,24,12,10,10,10,9,9,9,644.130671
60,70,50,48,12,12,10,10,10,12,9,12,683.388558
70,60,50,24,12,24,10,10,5,12,12,12,640.856501
60,70,60,48,12,36,5,10,5,12,9,9,1045.030699
70,70,60,12,24,12,10,5,10,9,9,12,628.965304
60,60,60,36,36,12,5,10,10,12,9,9,1016.721721
70,70,60,12,36,24,10,5,5,12,12,9,620.354303
60,60,50,24,24,36,10,5,5,9,9,9,682.583762
70,70,60,12,24,12,10,5,5,12,9,12,622.070247
60,70,50,12,12,12,10,5,5,9,12,9,665.151885
70,60,50,48,36,24,10,10,10,9,9,9,648.876149
60,60,60,12,12,36,10,5,5,9,12,12,664.524832
70,70,60,48,48,12,5,10,10,12,9,9,1001.244658
