,id,timestamp,Day,PeopleCount(p),PeoplePerArea(p/m2),LightingPower(W),LightingPowerIntensity(W/m2),EquipmentLoad(W),EquipmentPowerIntensity(W/m2),VentilationRate (m3/s),ACH,CarbonEmissions(lb-co2/h)
111,111.0,2022-10-05 15:00:00,2022-10-05 15:00:00,15,0.05799342741156003,600,2.319737096462401,92.39999999999999,0.3572395128552097,0.3418,1.3034745762711866,2.09539294520548
112,112.0,2022-10-05 16:00:00,2022-10-05 16:00:00,15,0.05799342741156003,600,2.319737096462401,92.39999999999999,0.3572395128552097,0.3418,1.3034745762711866,2.09539294520548
113,113.0,2022-10-05 17:00:00,2022-10-05 17:00:00,12,0.04639474192924802,600,2.319737096462401,89.39999999999999,0.34564082737289775,0.29944000000000004,1.1419322033898307,2.070518917808219
114,114.0,2022-10-05 18:00:00,2022-10-05 18:00:00,5,0.01933114247052001,300,1.1598685482312006,82.39999999999999,0.3185772279141697,0.2006,0.765,1.935195267123288
115,115.0,2022-10-05 19:00:00,2022-10-05 19:00:00,4,0.015464913976416007,300,1.1598685482312006,81.39999999999999,0.3147109994200657,0.18648,0.7111525423728813,1.923205335616438
116,116.0,2022-10-05 20:00:00,2022-10-05 20:00:00,2,0.007732456988208004,300,1.1598685482312006,79.39999999999999,0.30697854243185774,0.15824,0.603457627118644,1.88894258219178
117,117.0,2022-10-05 21:00:00,2022-10-05 21:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
118,118.0,2022-10-05 22:00:00,2022-10-05 22:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
119,119.0,2022-10-05 23:00:00,2022-10-05 23:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
120,120.0,2022-10-06 00:00:00,2022-10-06 00:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
121,121.0,2022-10-06 01:00:00,2022-10-06 01:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
122,122.0,2022-10-06 02:00:00,2022-10-06 02:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
123,123.0,2022-10-06 03:00:00,2022-10-06 03:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
124,124.0,2022-10-06 04:00:00,2022-10-06 04:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
125,125.0,2022-10-06 05:00:00,2022-10-06 05:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
126,126.0,2022-10-06 06:00:00,2022-10-06 06:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
127,127.0,2022-10-06 07:00:00,2022-10-06 07:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
128,128.0,2022-10-06 08:00:00,2022-10-06 08:00:00,5,0.01933114247052001,300,1.1598685482312006,82.39999999999999,0.3185772279141697,0.2006,0.765,1.935195267123288
129,129.0,2022-10-06 09:00:00,2022-10-06 09:00:00,15,0.05799342741156003,600,2.319737096462401,92.39999999999999,0.3572395128552097,0.3418,1.3034745762711866,2.09539294520548
130,130.0,2022-10-06 10:00:00,2022-10-06 10:00:00,44,0.1701140537405761,900,3.479605644693602,121.4,0.46936013918422587,0.7512800000000001,2.8650508474576273,2.393312260273972
131,131.0,2022-10-06 11:00:00,2022-10-06 11:00:00,42,0.16238159675236807,900,3.479605644693602,119.4,0.46162768219601785,0.72304,2.7573559322033896,2.3845738356164383
132,132.0,2022-10-06 12:00:00,2022-10-06 12:00:00,42,0.16238159675236807,900,3.479605644693602,119.4,0.46162768219601785,0.72304,2.7573559322033896,2.3845738356164383
133,133.0,2022-10-06 13:00:00,2022-10-06 13:00:00,35,0.13531799729364008,900,3.479605644693602,112.4,0.43456408273728986,0.6242000000000001,2.3804237288135597,2.3060093013698637
134,134.0,2022-10-06 14:00:00,2022-10-06 14:00:00,33,0.12758554030543207,600,2.319737096462401,110.39999999999999,0.4268316257490818,0.59596,2.272728813559322,2.192084630136986
135,135.0,2022-10-06 15:00:00,2022-10-06 15:00:00,30,0.11598685482312006,600,2.319737096462401,107.39999999999999,0.41523294026676977,0.5536000000000001,2.1111864406779666,2.1702588904109583
136,136.0,2022-10-06 16:00:00,2022-10-06 16:00:00,15,0.05799342741156003,600,2.319737096462401,92.39999999999999,0.3572395128552097,0.3418,1.3034745762711866,2.09539294520548
137,137.0,2022-10-06 17:00:00,2022-10-06 17:00:00,5,0.01933114247052001,300,1.1598685482312006,82.39999999999999,0.3185772279141697,0.2006,0.765,1.935195267123288
138,138.0,2022-10-06 18:00:00,2022-10-06 18:00:00,2,0.007732456988208004,300,1.1598685482312006,79.39999999999999,0.30697854243185774,0.15824,0.603457627118644,1.88894258219178
139,139.0,2022-10-06 19:00:00,2022-10-06 19:00:00,3,0.011598685482312006,300,1.1598685482312006,80.39999999999999,0.31084477092596174,0.17236,0.6573050847457628,1.9079232534246573
140,140.0,2022-10-06 20:00:00,2022-10-06 20:00:00,2,0.007732456988208004,300,1.1598685482312006,79.39999999999999,0.30697854243185774,0.15824,0.603457627118644,1.88894258219178
141,141.0,2022-10-06 21:00:00,2022-10-06 21:00:00,1,0.003866228494104002,300,1.1598685482312006,78.39999999999999,0.30311231393775373,0.14412,0.5496101694915254,1.8666697602739728
142,142.0,2022-10-06 22:00:00,2022-10-06 22:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
143,143.0,2022-10-06 23:00:00,2022-10-06 23:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
144,144.0,2022-10-07 00:00:00,2022-10-07 00:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
145,145.0,2022-10-07 01:00:00,2022-10-07 01:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
146,146.0,2022-10-07 02:00:00,2022-10-07 02:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
147,147.0,2022-10-07 03:00:00,2022-10-07 03:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
148,148.0,2022-10-07 04:00:00,2022-10-07 04:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
149,149.0,2022-10-07 05:00:00,2022-10-07 05:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
150,150.0,2022-10-07 06:00:00,2022-10-07 06:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
151,151.0,2022-10-07 07:00:00,2022-10-07 07:00:00,0,0.0,0,0.0,77.39999999999999,0.2992460854436497,0.13,0.4957627118644068,1.7616867328767123
152,152.0,2022-10-07 08:00:00,2022-10-07 08:00:00,5,0.01933114247052001,300,1.1598685482312006,82.39999999999999,0.3185772279141697,0.2006,0.765,1.935195267123288
153,153.0,2022-10-07 09:00:00,2022-10-07 09:00:00,11,0.04252851343514402,600,2.319737096462401,88.39999999999999,0.34177459887879375,0.28532,1.0880847457627119,2.0631014178082188
154,154.0,2022-10-07 10:00:00,2022-10-07 10:00:00,13,0.05026097042335202,600,2.319737096462401,90.39999999999999,0.34950705586700176,0.31356,1.195779661016949,2.079684102739725
155,155.0,2022-10-07 11:00:00,2022-10-07 11:00:00,14,0.05412719891745603,600,2.319737096462401,91.39999999999999,0.35337328436110577,0.32768,1.249627118644068,2.0879754452054797
